y,x,data
30.354166666666604,118.3458333333332,65.45169
30.354166666666604,118.3541666666665,65.45169
30.354166666666604,118.36249999999987,65.45169
30.354166666666604,118.37083333333321,71.933464
30.354166666666604,118.3791666666665,83.25313
30.354166666666604,118.38749999999986,93.50888
30.354166666666604,118.3958333333332,93.48815
30.354166666666604,118.40416666666651,93.47131999999999
30.354166666666604,118.41249999999987,93.46982
30.354166666666604,118.4208333333332,93.46979499999999
30.354166666666604,118.4291666666665,93.46982
30.354166666666604,118.43749999999987,93.4698
30.354166666666604,118.44583333333321,99.23388
30.354166666666604,118.45416666666655,101.075676
30.354166666666604,118.46249999999986,102.20694
30.354166666666604,118.4708333333332,102.2069
30.354166666666604,118.4791666666665,102.20695
30.354166666666604,118.48749999999987,102.20692
30.354166666666604,118.49583333333321,102.20694
30.354166666666604,118.5041666666665,102.20693
30.354166666666604,118.51249999999986,102.20693
30.354166666666604,118.5208333333332,102.20691
30.354166666666604,118.52916666666651,102.20694
30.354166666666604,118.53749999999987,100.51057
30.354166666666604,118.5458333333332,78.267365
30.354166666666604,118.5541666666665,25.125319
30.354166666666604,118.56249999999987,236.1332
30.354166666666604,118.57083333333321,220.34534
30.354166666666604,118.57916666666655,206.62424
30.354166666666604,118.58749999999986,175.3169
30.354166666666604,118.5958333333332,68.03045
30.354166666666604,118.6041666666665,68.03044
30.354166666666604,118.61249999999987,68.03044
30.354166666666604,118.62083333333321,68.03043000000001
30.354166666666604,118.6291666666665,68.03044
30.354166666666604,118.63749999999986,68.03043000000001
30.354166666666604,118.6458333333332,68.03045
30.354166666666604,118.65416666666651,68.03043000000001
30.354166666666604,118.66249999999987,68.03043000000001
30.354166666666604,118.6708333333332,68.03043000000001
30.354166666666604,118.6791666666665,68.03045
30.354166666666604,118.68749999999987,68.03043000000001
30.354166666666604,118.69583333333321,58.73109
30.354166666666604,118.70416666666655,48.46533
30.354166666666604,118.71249999999986,38.41581
30.354166666666604,118.7208333333332,38.415813
30.354166666666604,118.7291666666665,38.415813
30.354166666666604,118.73749999999987,38.41581
30.354166666666604,118.74583333333321,38.415817
30.354166666666604,118.7541666666665,38.41581
30.354166666666604,118.76249999999986,38.41581
30.354166666666604,118.7708333333332,38.41581
30.354166666666604,118.77916666666651,38.415817
30.354166666666604,118.78749999999987,38.41581
30.354166666666604,118.7958333333332,38.415817
30.354166666666604,118.8041666666665,38.41581
30.354166666666604,118.81249999999987,38.41581
30.354166666666604,118.82083333333321,38.415813
30.354166666666604,118.82916666666655,38.415813
30.354166666666604,118.83749999999986,38.41581
30.354166666666604,118.8458333333332,38.415817
30.354166666666604,118.8541666666665,39.05379
30.354166666666604,118.86249999999987,40.029835
30.354166666666604,118.87083333333321,40.188187
30.354166666666604,118.8791666666665,40.496359999999996
30.354166666666604,118.88749999999986,40.508305
30.354166666666604,118.8958333333332,40.508305
30.354166666666604,118.90416666666651,40.5083
30.354166666666604,118.91249999999987,40.5083
30.354166666666604,118.9208333333332,40.5083
30.354166666666604,118.9291666666665,69.59444
30.354166666666604,118.93749999999987,86.774
30.354166666666604,118.94583333333321,81.16920999999999
30.354166666666604,118.95416666666655,114.9657
30.354166666666604,118.96249999999986,81.50214
30.354166666666604,118.9708333333332,58.750533999999995
30.354166666666604,118.9791666666665,41.480507
30.354166666666604,118.98749999999987,24.931210999999998
30.354166666666604,118.99583333333321,24.931210999999998
30.354166666666604,119.0041666666665,24.93121
30.354166666666604,119.01249999999986,24.93121
30.354166666666604,119.0208333333332,24.93121
30.354166666666604,119.02916666666651,24.931210999999998
30.354166666666604,119.03749999999987,24.931210999999998
30.354166666666604,119.0458333333332,24.931213
30.354166666666604,119.0541666666665,24.931207999999998
30.354166666666604,119.06249999999987,24.931210999999998
30.354166666666604,119.07083333333321,24.931207999999998
30.354166666666604,119.07916666666655,24.931213
30.354166666666604,119.08749999999986,24.931210999999998
30.354166666666604,119.0958333333332,32.62492
